id;city;city_ascii;country;admin_name
30799;Pestovo;Pestovo;Russia;Novgorodskaya Oblast’
30800;Lapseki;Lapseki;Turkey;Çanakkale
30801;Yelur;Yelur;India;Karn?taka
30802;M?ndleshwar;Mandleshwar;India;Madhya Pradesh
30803;?ndip?laiyam;Andipalaiyam;India;Tamil N?du
30804;Obando;Obando;Colombia;Valle del Cauca
30805;Kurichchi;Kurichchi;India;Tamil N?du
30806;Belkheir;Belkheir;Algeria;Guelma
30807;Bouchegouf;Bouchegouf;Algeria;Guelma
30808;Texenna;Texenna;Algeria;Jijel
30809;Petersfield;Petersfield;United Kingdom;Hampshire
30810;Casalmaggiore;Casalmaggiore;Italy;Lombardy
30811;Candói;Candoi;Brazil;Paraná
30812;Távros;Tavros;Greece;Attikí
30813;Chirpan;Chirpan;Bulgaria;Stara Zagora
30814;Porcia;Porcia;Italy;Friuli Venezia Giulia
30815;Castelnuovo Rangone;Castelnuovo Rangone;Italy;Emilia-Romagna
30816;Laurinburg;Laurinburg;United States;North Carolina
30817;Chrysoúpoli;Chrysoupoli;Greece;Anatolikí Makedonía kai Thráki
30818;Avanos;Avanos;Turkey;Nev?ehir
30819;Great Falls;Great Falls;United States;Virginia
30820;Mastic;Mastic;United States;New York
30821;Kenora;Kenora;Canada;Ontario
30822;Kenley;Kenley;United Kingdom;Croydon
30823;H?rohalli;Harohalli;India;Karn?taka
30824;Douar Souk L‘qolla;Douar Souk L`qolla;Morocco;Tanger-Tétouan-Al Hoceïma
30825;Santa Brígida;Santa Brigida;Brazil;Bahia
30826;El Hadjira;El Hadjira;Algeria;Ouargla
30827;Tabant;Tabant;Morocco;Béni Mellal-Khénifra
30828;Paralímni;Paralimni;Cyprus;Ammóchostos
30829;Saint-Servan-sur-Mer;Saint-Servan-sur-Mer;France;Bretagne
30830;West University Place;West University Place;United States;Texas
30831;Baucau;Baucau;Timor-Leste;Baucau
30832;Cold Lake;Cold Lake;Canada;Alberta
30833;’Tlat Bni Oukil;'Tlat Bni Oukil;Morocco;Béni Mellal-Khénifra
30834;Veliki Preslav;Veliki Preslav;Bulgaria;Shumen
30835;Goluw?li;Goluwali;India;R?jasth?n
30836;Lakeland North;Lakeland North;United States;Washington
30837;Weigelstown;Weigelstown;United States;Pennsylvania
30838;Santa Luzia;Santa Luzia;Brazil;Paraíba
30839;Metuchen;Metuchen;United States;New Jersey
30840;Bludenz;Bludenz;Austria;Vorarlberg
30841;Vianópolis;Vianopolis;Brazil;Goiás
30842;?dra;Adra;India;West Bengal
30843;Paris;Paris;Canada;Ontario
30844;Monkey Bay;Monkey Bay;Malawi;Mangochi
30845;Sidi Zouine;Sidi Zouine;Morocco;Marrakech-Safi
30846;Çatalp?nar;Catalpinar;Turkey;Ordu
30847;Dolo;Dolo;Italy;Veneto
30848;Coconuco;Coconuco;Colombia;Cauca
30849;Finale Emilia;Finale Emilia;Italy;Emilia-Romagna
30850;Sudbury;Sudbury;United Kingdom;Ealing
30851;Wyke;Wyke;United Kingdom;Bradford
30852;Ramonville-Saint-Agne;Ramonville-Saint-Agne;France;Occitanie
30853;Lambidou;Lambidou;Mali;Kayes
30854;Vall?r;Vallur;India;Tamil N?du
30855;Mitane;Mitane;Japan;Akita
30856;Hereford;Hereford;United States;Texas
30857;Mendrisio;Mendrisio;Switzerland;Ticino
30858;Bissendorf;Bissendorf;Germany;Lower Saxony
30859;Baiersbronn;Baiersbronn;Germany;Baden-Württemberg
30860;Joaíma;Joaima;Brazil;Minas Gerais
30861;Serhetabat;Serhetabat;Turkmenistan;Mary
30862;Grande Saline;Grande Saline;Haiti;Artibonite
30863;Restinga Sêca;Restinga Seca;Brazil;Rio Grande do Sul
30864;Majholi;Majholi;India;Madhya Pradesh
30865;Newtown;Newtown;United States;Pennsylvania
30866;Avrillé;Avrille;France;Pays de la Loire
30867;Ganj?m;Ganjam;India;Odisha
30868;?widwin;Swidwin;Poland;Zachodniopomorskie
30869;Kimyogarlar;Kimyogarlar;Uzbekistan;Samarqand
30870;La Flèche;La Fleche;France;Pays de la Loire
30871;Oued Jdida;Oued Jdida;Morocco;Fès-Meknès
30872;Schiffdorf;Schiffdorf;Germany;Lower Saxony
30873;Fairview;Fairview;United States;New Jersey
30874;Calkiní;Calkini;Mexico;Campeche
30875;Ch?ndi;Chandi;India;Bih?r
30876;Riverdale;Riverdale;United States;Georgia
30877;I?ahar?;Itahara;Nepal;
30878;Jisr ez Zarq?;Jisr ez Zarqa;Israel;Haifa
30879;Malsch;Malsch;Germany;Baden-Württemberg
30880;Ahigbé Koffikro;Ahigbe Koffikro;Côte d’Ivoire;Comoé
30881;Beckingen;Beckingen;Germany;Saarland
30882;Chemmanam;Chemmanam;India;Kerala
30883;Gourrama;Gourrama;Morocco;Drâa-Tafilalet
30884;Nalerigu;Nalerigu;Ghana;North East
30885;Usingen;Usingen;Germany;Hesse
30886;East Rancho Dominguez;East Rancho Dominguez;United States;California
30887;Brooks;Brooks;Canada;Alberta
30888;Yell?reddi;Yellareddi;India;Telang?na
30889;L?nj?;Lanji;India;Madhya Pradesh
30890;Sembedu;Sembedu;India;Tamil N?du
30891;Lakkundi;Lakkundi;India;Karn?taka
30892;Tecuala;Tecuala;Mexico;Nayarit
30893;Castañuelas;Castanuelas;Dominican Republic;Cibao Noroeste
30894;Nakagawa;Nakagawa;Japan;Tochigi
30895;Nerchinsk;Nerchinsk;Russia;Zabaykal’skiy Kray
30896;Pursa;Pursa;India;Bih?r
30897;Washington;Washington;United States;Pennsylvania
30898;Kunnum?l;Kunnumel;India;Kerala
30899;Krasnohorivka;Krasnohorivka;Ukraine;Donetska Oblast
30900;Escaldes-Engordany;Escaldes-Engordany;Andorra;Escaldes-Engordany
30901;Lolotique;Lolotique;El Salvador;San Miguel
30902;L?lej?n;Lalejin;Iran;Hamad?n
30903;Mykolaiv;Mykolaiv;Ukraine;Lvivska Oblast
30904;Kew Green;Kew Green;United Kingdom;Richmond upon Thames
30905;Hickory Hills;Hickory Hills;United States;Illinois
30906;Lagangilang;Lagangilang;Philippines;Abra
30907;San Juan;San Juan;Philippines;Southern Leyte
30908;Barra do Sul;Barra do Sul;Brazil;Santa Catarina
30909;Sardinal;Sardinal;Costa Rica;Guanacaste
30910;Badarpur;Badarpur;India;Assam
30911;Kela Khera;Kela Khera;India;Uttar?khand
30912;Amm?r;Ammur;India;Tamil N?du
30913;Aghbal;Aghbal;Morocco;Oriental
30914;Vinanivao;Vinanivao;Madagascar;Antsiranana
30915;Sindhn?r;Sindhnur;India;Karn?taka
30916;Aizubange;Aizubange;Japan;Fukushima
30917;Kentville;Kentville;Canada;Nova Scotia
30918;Castanet-Tolosan;Castanet-Tolosan;France;Occitanie
30919;Morlaix;Morlaix;France;Bretagne
30920;Pod?brady;Podebrady;Czechia;St?edo?eský Kraj
30921;Torelló;Torello;Spain;Catalonia
30922;Aiyampuzha;Aiyampuzha;India;Kerala
30923;Holliston;Holliston;United States;Massachusetts
30924;Kurate;Kurate;Japan;Fukuoka
30925;Lake Arbor;Lake Arbor;United States;Maryland
30926;Vakhsh;Vakhsh;Tajikistan;Khatlon
30927;Qumqo‘rg‘on;Qumqo`rg`on;Uzbekistan;Surxondaryo
30928;Chapelle-lez-Herlaimont;Chapelle-lez-Herlaimont;Belgium;Wallonia
30929;Beizhou;Beizhou;China;Hunan
30930;Quan’ancun;Quan'ancun;China;Guangdong
30931;Cumayeri;Cumayeri;Turkey;Düzce
30932;Tsabit;Tsabit;Algeria;Adrar
30933;Sisian;Sisian;Armenia;Syunik’
30934;Coquimatlán;Coquimatlan;Mexico;Colima
30935;Naxxar;Naxxar;Malta;Naxxar
30936;Nastola;Nastola;Finland;Päijät-Häme
30937;Valangim?n;Valangiman;India;Tamil N?du
30938;Dimiao;Dimiao;Philippines;Bohol
30939;Stolac;Stolac;Bosnia and Herzegovina;Bosnia and Herzegovina, Federation of
30940;Swansea;Swansea;United States;Illinois
30941;Sassenheim;Sassenheim;Netherlands;Zuid-Holland
30942;Jhand?pur;Jhandapur;India;Bih?r
30943;Sahakevo;Sahakevo;Madagascar;Toamasina
30944;Chemax;Chemax;Mexico;Yucatán
30945;West Wickham;West Wickham;United Kingdom;Bromley
30946;Parapatti;Parapatti;India;Tamil N?du
30947;Cerro Maggiore;Cerro Maggiore;Italy;Lombardy
30948;Kizel;Kizel;Russia;Permskiy Kray
30949;Bohodukhiv;Bohodukhiv;Ukraine;Kharkivska Oblast
30950;Tarumã;Taruma;Brazil;São Paulo
30951;Branchburg;Branchburg;United States;New Jersey
30952;Bacuag;Bacuag;Philippines;Surigao del Norte
30953;Przeworsk;Przeworsk;Poland;Podkarpackie
30954;Doukouya;Doukouya;Côte d’Ivoire;Gôh-Djiboua
30955;Champ?pur;Champapur;India;Bih?r
30956;Highland Springs;Highland Springs;United States;Virginia
30957;Ngolobougou;Ngolobougou;Mali;Koulikoro
30958;Grefrath;Grefrath;Germany;North Rhine-Westphalia
30959;San Tomas;San Tomas;Philippines;Pangasinan
30960;Lidzbark Warmi?ski;Lidzbark Warminski;Poland;Warmi?sko-Mazurskie
30961;Sera;Sera;Japan;Hiroshima
30962;Le Raincy;Le Raincy;France;Île-de-France
30963;?lampur;Alampur;India;Telang?na
30964;Oldsmar;Oldsmar;United States;Florida
30965;Greensburg;Greensburg;United States;Pennsylvania
30966;Shepshed;Shepshed;United Kingdom;Leicestershire
30967;Nisko;Nisko;Poland;Podkarpackie
30968;Hanams?gar;Hanamsagar;India;Karn?taka
30969;Fiorenzuola d’Arda;Fiorenzuola d'Arda;Italy;Emilia-Romagna
30970;Sopelana;Sopelana;Spain;Basque Country
30971;Breaza;Breaza;Romania;Prahova
30972;Ravels;Ravels;Belgium;Flanders
30973;Udelnaya;Udelnaya;Russia;Moskovskaya Oblast’
30974;Tayum;Tayum;Philippines;Abra
30975;Harchoune;Harchoune;Algeria;Chlef
30976;Bailleul;Bailleul;France;Hauts-de-France
30977;Hedehusene;Hedehusene;Denmark;Hovedstaden
30978;Boulder City;Boulder City;United States;Nevada
30979;Yuchi;Yuchi;Taiwan;Nantou
30980;Cujubim;Cujubim;Brazil;Rondônia
30981;Vell?l?puram;Vellalapuram;India;Tamil N?du
30982;Barharw?;Barharwa;India;Jh?rkhand
30983;Ayní;Ayni;Tajikistan;Sughd
30984;Grecia;Grecia;Costa Rica;Alajuela
30985;Tamani;Tamani;Mali;Koulikoro
30986;Kondrovo;Kondrovo;Russia;Kaluzhskaya Oblast’
30987;Ch?il?ha;Chailaha;India;Bih?r
30988;Drahichyn;Drahichyn;Belarus;Brestskaya Voblasts’
30989;Chegdomyn;Chegdomyn;Russia;Khabarovskiy Kray
30990;Ambérieu-en-Bugey;Amberieu-en-Bugey;France;Auvergne-Rhône-Alpes
30991;Nagar?r;Nagarur;India;Kerala
30992;Red Oak;Red Oak;United States;Texas
30993;Sterling;Sterling;United States;Illinois
30994;Qiaoyang;Qiaoyang;China;Gansu
30995;Mori;Mori;Japan;Hokkaid?
30996;Forest City;Forest City;United States;Florida
30997;Bromborough;Bromborough;United Kingdom;Wirral
30998;Berlare;Berlare;Belgium;Flanders
30999;Salida;Salida;United States;California
31000;Niquinohomo;Niquinohomo;Nicaragua;Masaya
31001;Jever;Jever;Germany;Lower Saxony
31002;Ch?purupalle;Chipurupalle;India;Andhra Pradesh
31003;Niedernhausen;Niedernhausen;Germany;Hesse
31004;Madhuban;Madhuban;India;Bih?r
31005;Tremelo;Tremelo;Belgium;Flanders
31006;Terra Rica;Terra Rica;Brazil;Paraná
31007;Gabane;Gabane;Botswana;Kweneng
31008;Belmont;Belmont;United States;North Carolina
31009;Avalp?ndurai;Avalpundurai;India;Tamil N?du
31010;Koumaïra;Koumaira;Mali;Tombouctou
31011;Huitán;Huitan;Guatemala;Quetzaltenango
31012;Nzalat Laadam;Nzalat Laadam;Morocco;Marrakech-Safi
31013;Varnsdorf;Varnsdorf;Czechia;Ústecký Kraj
31014;San Mateo del Mar;San Mateo del Mar;Mexico;Oaxaca
31015;Isny im Allgäu;Isny im Allgau;Germany;Baden-Württemberg
31016;San Vito;San Vito;Costa Rica;Puntarenas
31017;Bela Vista do Paraíso;Bela Vista do Paraiso;Brazil;Paraná
31018;Haga;Haga;Japan;Tochigi
31019;Le Bourget;Le Bourget;France;Île-de-France
31020;Chislehurst;Chislehurst;United Kingdom;Bromley
31021;Navashino;Navashino;Russia;Nizhegorodskaya Oblast’
31022;Jinta;Jinta;China;Gansu
31023;Taurianova;Taurianova;Italy;Calabria
31024;Timissa;Timissa;Mali;Ségou
31025;Illzach;Illzach;France;Grand Est
31026;Botelhos;Botelhos;Brazil;Minas Gerais
31027;Monterrey;Monterrey;Colombia;Casanare
31028;Betsukai;Betsukai;Japan;Hokkaid?
31029;Hariharp?ra;Hariharpara;India;West Bengal
31030;Grândola;Grandola;Portugal;Setúbal
31031;Tall Abya?;Tall Abyad;Syria;Ar Raqqah
31032;Hückeswagen;Huckeswagen;Germany;North Rhine-Westphalia
31033;Mercaderes;Mercaderes;Colombia;Cauca
31034;Kum?ramangalam;Kumaramangalam;India;Tamil N?du
31035;Lemon Hill;Lemon Hill;United States;California
31036;Cabral;Cabral;Dominican Republic;Enriquillo
31037;Vuhledar;Vuhledar;Ukraine;Donetska Oblast
31038;Tend?kheda;Tendukheda;India;Madhya Pradesh
31039;Tadjourah;Tadjourah;Djibouti;Tadjourah
31040;Nevel;Nevel;Russia;Pskovskaya Oblast’
31041;Ponto Novo;Ponto Novo;Brazil;Bahia
31042;Schwabmünchen;Schwabmunchen;Germany;Bavaria
31043;Cabañas;Cabanas;Guatemala;Zacapa
31044;Cherrapunji;Cherrapunji;India;Megh?laya
31045;Port Antonio;Port Antonio;Jamaica;Portland
31046;Kum?r?pur;Kumaripur;India;Bih?r
31047;Nenmini;Nenmini;India;Kerala
31048;Fort Payne;Fort Payne;United States;Alabama
31049;Tanque Verde;Tanque Verde;United States;Arizona
31050;Kochkor-Ata;Kochkor-Ata;Kyrgyzstan;Jalal-Abad
31051;Warwick;Warwick;United States;Pennsylvania
31052;Huixcolotla;Huixcolotla;Mexico;Puebla
31053;Petrovaradin;Petrovaradin;Serbia;Novi Sad
31054;Cândido de Abreu;Candido de Abreu;Brazil;Paraná
31055;Ilkley;Ilkley;United Kingdom;Bradford
31056;Patrocínio Paulista;Patrocinio Paulista;Brazil;São Paulo
31057;Józefos?aw;Jozefoslaw;Poland;Mazowieckie
31058;Radzy? Podlaski;Radzyn Podlaski;Poland;Lubelskie
31059;Benipati;Benipati;India;Bih?r
31060;Comox;Comox;Canada;British Columbia
31061;Astravyets;Astravyets;Belarus;Hrodzyenskaya Voblasts’
31062;Ighrem n’Ougdal;Ighrem n'Ougdal;Morocco;Drâa-Tafilalet
31063;Cerritos;Cerritos;Mexico;San Luis Potosí
31064;Buerarema;Buerarema;Brazil;Bahia
31065;Whitefish Bay;Whitefish Bay;United States;Wisconsin
31066;Ogíjares;Ogijares;Spain;Andalusia
31067;Dehmoí;Dehmoi;Tajikistan;Sughd
31068;La Carolina;La Carolina;Spain;Andalusia
31069;San Julian;San Julian;Philippines;Eastern Samar
31070;Anta;Anta;Portugal;Aveiro
31071;Gryazovets;Gryazovets;Russia;Vologodskaya Oblast’
31072;Al M?lik?yah;Al Malikiyah;Bahrain;Ash Sham?l?yah
31073;Weizhou;Weizhou;China;Guangxi
31074;Muthallath al Azraq;Muthallath al Azraq;Jordan;Az Zarq?’
31075;Fameck;Fameck;France;Grand Est
31076;Sullivan;Sullivan;United States;New York
31077;Devarapalle;Devarapalle;India;Andhra Pradesh
31078;Merate;Merate;Italy;Lombardy
31079;P?lod;Palod;India;Kerala
31080;Città Sant’Angelo;Citta Sant'Angelo;Italy;Abruzzo
31081;Baguley;Baguley;United Kingdom;Manchester
31082;Waunakee;Waunakee;United States;Wisconsin
31083;Kapiri Mposhi;Kapiri Mposhi;Zambia;Central
31084;Shuichecun;Shuichecun;China;Guangdong
31085;D?blin;Deblin;Poland;Lubelskie
31086;Stony Point;Stony Point;United States;New York
31087;?apy;Lapy;Poland;Podlaskie
31088;Pattensen;Pattensen;Germany;Lower Saxony
31089;Sozopol;Sozopol;Bulgaria;Burgas
31090;?fdem;Afdem;Ethiopia;Sumal?
31091;Alexander City;Alexander City;United States;Alabama
31092;New Paltz;New Paltz;United States;New York
31093;Konina;Konina;Mali;Sikasso
31094;Araputanga;Araputanga;Brazil;Mato Grosso
31095;Itamonte;Itamonte;Brazil;Minas Gerais
31096;Fiadanana;Fiadanana;Madagascar;Antananarivo
31097;Lampa;Lampa;Peru;Puno
31098;Bni Darkoul;Bni Darkoul;Morocco;Tanger-Tétouan-Al Hoceïma
31099;Oulad Dahmane;Oulad Dahmane;Algeria;Médéa
31100;Armagh;Armagh;United Kingdom;Armagh City, Banbridge and Craigavon
31101;Amasra;Amasra;Turkey;Bart?n
31102;Sanquelim;Sanquelim;India;Goa
31103;Hilchenbach;Hilchenbach;Germany;North Rhine-Westphalia
31104;Montmagny;Montmagny;France;Île-de-France
31105;Pontivy;Pontivy;France;Bretagne
31106;Sítio do Quinto;Sitio do Quinto;Brazil;Bahia
31107;Hanover;Hanover;United States;Massachusetts
31108;Laterza;Laterza;Italy;Puglia
31109;Williamstown;Williamstown;United States;New Jersey
31110;Tabatinga;Tabatinga;Brazil;São Paulo
31111;Washington;Washington;United States;Missouri
31112;Clarksdale;Clarksdale;United States;Mississippi
31113;Romsey;Romsey;United Kingdom;Hampshire
31114;Kamr?w?n;Kamrawan;India;Bih?r
31115;Piney Green;Piney Green;United States;North Carolina
31116;Adams;Adams;United States;Pennsylvania
31117;Romilly-sur-Seine;Romilly-sur-Seine;France;Grand Est
31118;Zítsa;Zitsa;Greece;Ípeiros
31119;Curtorim;Curtorim;India;Goa
31120;Harhorin;Harhorin;Mongolia;Övörhangay
31121;Hasanpur Juned;Hasanpur Juned;India;Bih?r
31122;Shlisselburg;Shlisselburg;Russia;Leningradskaya Oblast’
31123;Selb;Selb;Germany;Bavaria
31124;Hudson;Hudson;United States;Wisconsin
31125;Chitila;Chitila;Romania;Ilfov
31126;Lummen;Lummen;Belgium;Flanders
31127;Krasnogvardeyskoye;Krasnogvardeyskoye;Russia;Stavropol’skiy Kray
31128;Villers-lès-Nancy;Villers-les-Nancy;France;Grand Est
31129;Diankabou;Diankabou;Mali;Mopti
31130;Bo’ness;Bo'ness;United Kingdom;Falkirk
31131;Obanazawa;Obanazawa;Japan;Yamagata
31132;Tavares;Tavares;Brazil;Paraíba
31133;Cherupazhasshi;Cherupazhasshi;India;Kerala
31134;Much;Much;Germany;North Rhine-Westphalia
31135;Ludu?;Ludus;Romania;Mure?
31136;Cump?na;Cumpana;Romania;Constan?a
31137;Haubourdin;Haubourdin;France;Hauts-de-France
31138;Hirono;Hirono;Japan;Iwate
31139;Matungao;Matungao;Philippines;Lanao del Norte
31140;Penrith;Penrith;United Kingdom;Cumbria
31141;Maqat;Maqat;Kazakhstan;Atyra?
31142;Deming;Deming;United States;New Mexico
31143;Tiltil;Tiltil;Chile;Región Metropolitana
31144;El Ateuf;El Ateuf;Algeria;Ghardaïa
31145;Vohipeno;Vohipeno;Madagascar;Fianarantsoa
31146;Briniamaro;Briniamaro;Benin;Atacora
31147;Balham;Balham;United Kingdom;Wandsworth
31148;Pincourt;Pincourt;Canada;Quebec
31149;Mozarlândia;Mozarlandia;Brazil;Goiás
31150;Teignmouth;Teignmouth;United Kingdom;Devon
31151;Perunkolatt?r;Perunkolattur;India;Tamil N?du
31152;Sinmpérékou;Sinmperekou;Benin;Alibori
31153;Sasso Marconi;Sasso Marconi;Italy;Emilia-Romagna
31154;Danilov;Danilov;Russia;Yaroslavskaya Oblast’
31155;Masall?;Masalli;Azerbaijan;Masall?
31156;Entre Rios de Minas;Entre Rios de Minas;Brazil;Minas Gerais
31157;Ijra;Ijra;India;Bih?r
31158;Eshowe;Eshowe;South Africa;KwaZulu-Natal
31159;Friedland;Friedland;Germany;Lower Saxony
31160;Banbridge;Banbridge;United Kingdom;Armagh City, Banbridge and Craigavon
31161;Cocorná;Cocorna;Colombia;Antioquia
31162;Havre de Grace;Havre de Grace;United States;Maryland
31163;Punata;Punata;Bolivia;Cochabamba
31164;Dennis;Dennis;United States;Massachusetts
31165;Driouch;Driouch;Morocco;Oriental
31166;San Juan del Sur;San Juan del Sur;Nicaragua;Rivas
31167;Törökbálint;Torokbalint;Hungary;Pest
31168;Garhpura;Garhpura;India;Bih?r
31169;Lilburn;Lilburn;United States;Georgia
31170;Larkhall;Larkhall;United Kingdom;South Lanarkshire
31171;Mount Vernon;Mount Vernon;United States;Illinois
31172;Mississippi Mills;Mississippi Mills;Canada;Ontario
31173;Ramsey;Ramsey;United States;New Jersey
31174;Youdiou;Youdiou;Mali;Mopti
31175;Vadd?palli;Vaddapalli;India;Telang?na
31176;Tepetzintla;Tepetzintla;Mexico;Veracruz
31177;Breukelen;Breukelen;Netherlands;Utrecht
31178;Sukhinichi;Sukhinichi;Russia;Kaluzhskaya Oblast’
31179;Bodmin;Bodmin;United Kingdom;Cornwall
31180;And?rkonam;Andurkonam;India;Kerala
31181;Belokurikha;Belokurikha;Russia;Altayskiy Kray
31182;Çiçekda??;Cicekdagi;Turkey;K?r?ehir
31183;Pilar;Pilar;Argentina;Córdoba
31184;Labiod Medjadja;Labiod Medjadja;Algeria;Chlef
31185;Sakh?;Sakha;Egypt;Kafr ash Shaykh
31186;Río Negro;Rio Negro;Chile;Los Lagos
31187;Hammonton;Hammonton;United States;New Jersey
31188;Pindaí;Pindai;Brazil;Bahia
31189;Chaabat el Leham;Chaabat el Leham;Algeria;Aïn Temouchent
31190;Pallasovka;Pallasovka;Russia;Volgogradskaya Oblast’
31191;Joubb Jannîne;Joubb Jannine;Lebanon;Béqaa
31192;Pine;Pine;United States;Pennsylvania
31193;Rellingen;Rellingen;Germany;Schleswig-Holstein
31194;Roseau;Roseau;Dominica;Saint George
31195;Great Bend;Great Bend;United States;Kansas
31196;Loreto;Loreto;Mexico;Baja California Sur
31197;Conwy;Conwy;United Kingdom;Conwy
31198;Neq?b;Neqab;Iran;Khor?s?n-e Ra?av?
31199;Matsushige;Matsushige;Japan;Tokushima
31200;Arzgir;Arzgir;Russia;Stavropol’skiy Kray
31201;Greendale;Greendale;United States;Wisconsin
31202;Isla Vista;Isla Vista;United States;California
31203;Muy Muy;Muy Muy;Nicaragua;Matagalpa
31204;B?ladharm?ram;Baladharmaram;India;Telang?na
31205;San ?wann;San Gwann;Malta;San ?wann
31206;Katyr-Yurt;Katyr-Yurt;Russia;Chechnya
31207;Prestwick;Prestwick;United Kingdom;South Ayrshire
31208;Tsivilsk;Tsivilsk;Russia;Chuvashiya
31209;Alagoinha;Alagoinha;Brazil;Bahia
31210;Douar Oulad Driss;Douar Oulad Driss;Morocco;Marrakech-Safi
31211;Oulad Driss;Oulad Driss;Morocco;Marrakech-Safi
31212;Riofrío;Riofrio;Colombia;Valle del Cauca
31213;Neustadt an der Donau;Neustadt an der Donau;Germany;Bavaria
31214;S?hit;Sahit;India;Bih?r
31215;Antioch;Antioch;United States;Illinois
31216;C?sis;Cesis;Latvia;C?sis
31217;Mediouna;Mediouna;Morocco;Casablanca-Settat
31218;Troon;Troon;United Kingdom;South Ayrshire
31219;Chh?pia;Chhapia;India;Bih?r
31220;Androrangavola;Androrangavola;Madagascar;Fianarantsoa
31221;Tarumirim;Tarumirim;Brazil;Minas Gerais
31222;Paola;Paola;Italy;Calabria
31223;San Ramón;San Ramon;Peru;Junín
31224;Uch-Korgon;Uch-Korgon;Kyrgyzstan;Batken
31225;Ochakiv;Ochakiv;Ukraine;Mykolaivska Oblast
31226;Triunfo;Triunfo;Brazil;Pernambuco
31227;Purísima de la Concepción;Purisima de la Concepcion;Colombia;Córdoba
31228;Plérin;Plerin;France;Bretagne
31229;Shimubi;Shimubi;China;Hainan
31230;Santa Croce sull’ Arno;Santa Croce sull' Arno;Italy;Tuscany
31231;Cuarte de Huerva;Cuarte de Huerva;Spain;Aragon
31232;Hima;Hima;Uganda;Kasese
31233;Tirumalaiyamp?laiyam;Tirumalaiyampalaiyam;India;Tamil N?du
31234;Hooksett;Hooksett;United States;New Hampshire
31235;Gladeview;Gladeview;United States;Florida
31236;K?teshwar;Koteshwar;India;Karn?taka
31237;Harsefeld;Harsefeld;Germany;Lower Saxony
31238;Villa Alegre;Villa Alegre;Chile;Maule
31239;Surbo;Surbo;Italy;Puglia
31240;Ospitaletto;Ospitaletto;Italy;Lombardy
31241;Nishinoomote;Nishinoomote;Japan;Kagoshima
31242;Onklou;Onklou;Benin;Donga
31243;Guilford;Guilford;United States;Pennsylvania
31244;Tlaxcala;Tlaxcala;Mexico;Tlaxcala
31245;Carmen de Areco;Carmen de Areco;Argentina;Buenos Aires
31246;Lope de Vega;Lope de Vega;Philippines;Northern Samar
31247;Kod?ngipatti;Kodangipatti;India;Tamil N?du
31248;Baie du Tombeau;Baie du Tombeau;Mauritius;Pamplemousses
31249;Groß-Zimmern;Gross-Zimmern;Germany;Hesse
31250;Kurumbal?r;Kurumbalur;India;Tamil N?du
31251;Ankadinandriana;Ankadinandriana;Madagascar;Antananarivo
31252;Collecchio;Collecchio;Italy;Emilia-Romagna
31253;Coremas;Coremas;Brazil;Paraíba
31254;Masty;Masty;Belarus;Hrodzyenskaya Voblasts’
31255;Paramati;Paramati;India;Tamil N?du
31256;Hershey;Hershey;United States;Pennsylvania
31257;Rubiera;Rubiera;Italy;Emilia-Romagna
31258;Owosso;Owosso;United States;Michigan
31259;Melksham;Melksham;United Kingdom;Wiltshire
31260;Mahatsinjo;Mahatsinjo;Madagascar;Mahajanga
31261;Ngoulemakong;Ngoulemakong;Cameroon;Sud
31262;Dinan;Dinan;France;Bretagne
31263;Ranomafana;Ranomafana;Madagascar;Toamasina
31264;Thuin;Thuin;Belgium;Wallonia
31265;Laxou;Laxou;France;Grand Est
